State,colonies,Maximum_colonies1,Lost_colonies,Percent_lost2,Added_colonies,Renov_colonies3,Percent_renov4,Year,Qtr,Varroa_mites,Other_parasites,Diseases,Pestticides,Other3,Unknown,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,ESTIMATESBASE2010
SC,13000,16500,800,5,3500,1100,7,2020,Q1,15.5,11.5,9.6,0.3,6.4,5.4,4891938,4957968,5021268,5084156,5148714,4625366
SD,20000,20000,1200,6,20,0,0,2020,Q1,14.7,0.1,0,2.1,0.3,0.3,853988,862996,872868,878698,884659,814198
TN,8000,14000,1500,11,1000,130,1,2020,Q1,18.9,17.3,1,0,4.1,7.8,6591170,6646010,6708799,6771631,6829174,6346276
TX,235000,340000,35000,10,83000,24000,7,2020,Q1,12.2,6.8,1.3,3.4,5.2,4.6,27470056,27914410,28295273,28628666,28995881,25146091
UT,12000,17000,400,2,4200,0,0,2020,Q1,38.9,17.2,17.1,2.3,15.7,22.4,2981835,3041868,3101042,3153550,3205958,2763891
VT,6500,7500,520,7,0,70,1,2020,Q1,9.1,0.8,0.6,0.9,2,3.1,625216,623657,624344,624358,623989,625737
VA,6000,7000,1100,16,1600,60,1,2020,Q1,17.5,10.6,0.3,0.3,3.8,3.5,8361808,8410106,8463587,8501286,8535519,8001049
WA,49000,74000,1500,2,580,150,0,2020,Q1,1.7,0.1,0.1,0.5,0.2,0.3,7163657,7294771,7423362,7523869,7614893,6724540
WV,6000,8000,1100,14,450,680,9,2020,Q1,17.3,7,1.3,0.6,2.6,0.3,1842050,1831023,1817004,1804291,1792147,1853018
WI,16000,26000,1500,6,2000,370,1,2020,Q1,9,1.9,0.4,0,2.7,3.1,5760940,5772628,5790186,5807406,5822434,5687285
WY,4000,17000,140,1,450,60,0,2020,Q1,0.2,0.1,0.1,0,0.8,1.7,585613,584215,578931,577601,578759,563775
AL,8500,8500,4100,48,4700,2620,31,2020,Q2,28.5,18,1.6,7.7,7.9,9.5,4852347,4863525,4874486,4887681,4903185,4780125
AZ,26000,26000,1300,5,14000,4700,18,2020,Q2,22.1,0,0,4.2,5.5,0.6,6829676,6941072,7044008,7158024,7278717,6392288
AR,17000,17000,1900,11,5000,800,5,2020,Q2,40.5,15.3,5.1,24.6,2.1,12.4,2978048,2989918,3001345,3009733,3017804,2916031
CA,1200000,1200000,74000,6,184000,240000,20,2020,Q2,33.4,4.7,3.9,5.4,7.5,3,38918045,39167117,39358497,39461588,39512223,37254519
CO,16500,27000,2100,8,6000,2800,10,2020,Q2,35.4,0.1,0.1,0,0.5,2.5,5450623,5539215,5611885,5691287,5758736,5029319
CT,3900,4300,30,1,1200,480,11,2020,Q2,14.8,2.1,0,0,0.1,0.6,3587122,3578141,3573297,3571520,3565287,3574147
FL,325000,325000,39000,12,36000,23000,7,2020,Q2,31.4,15.2,3.2,5.5,5.5,7.5,20209042,20613477,20963613,21244317,21477737,18804564
GA,141000,143000,10000,7,19500,19000,13,2020,Q2,49.2,20.2,7.1,3,8.1,13.8,10178447,10301890,10410330,10511131,10617423,9688729
HI,15500,15500,40,0,240,2300,15,2020,Q2,43.1,41.1,1,0,1.1,0,1422052,1427559,1424393,1420593,1415872,1360307
ID,48000,81000,14500,18,32000,29000,36,2020,Q2,44.2,10.9,11.1,8.6,6.9,5.8,1651059,1682380,1717715,1750536,1787065,1567657
IL,12000,12000,1500,13,4200,1700,14,2020,Q2,23.5,8.2,1,8.3,11.9,4,12858913,12820527,12778828,12723071,12671821,12831572
IN,11000,12000,920,8,4300,3200,27,2020,Q2,26.8,12.5,1.8,20.2,5.4,1.5,6608422,6634304,6658078,6695497,6732219,6484051
IA,21000,29000,3600,12,14500,4700,16,2020,Q2,30.4,24.6,16.5,0.8,3.5,0.5,3120960,3131371,3141550,3148618,3155070,3046871
KS,7500,8000,440,6,1800,1800,23,2020,Q2,68.4,34.1,24,32.8,28.9,14.3,2909011,2910844,2908718,2911359,2913314,2853123
KY,11000,11000,1200,11,4200,3500,32,2020,Q2,18.3,10.9,0.2,1.2,2.9,3.2,4425976,4438182,4452268,4461153,4467673,4339333
LA,53000,53000,1800,3,2200,4700,9,2020,Q2,23.7,4.7,0.5,0.1,3.5,1.3,4664628,4678135,4670560,4659690,4648794,4533487
ME,1600,22000,1300,6,520,110,1,2020,Q2,12.1,0.2,6.9,0,0.5,0,1328262,1331317,1334612,1339057,1344212,1328358
MD,7000,8000,680,9,4500,1700,21,2020,Q2,12,1.1,0.1,1.1,3.2,0.5,5985562,6003323,6023868,6035802,6045680,5773794
MA,4300,13500,740,5,980,590,4,2020,Q2,14.7,2.1,0.3,0.4,1.1,0.4,6794228,6823608,6859789,6882635,6892503,6547785
MI,64000,79000,2600,3,9500,10000,13,2020,Q2,38,11.5,2.2,6,3.2,1.1,9931715,9950571,9973114,9984072,9986857,9884116
MN,59000,126000,6500,5,20000,2600,2,2020,Q2,20.6,2.9,0.7,8.8,4.4,0.4,5482032,5522744,5566230,5606249,5639632,5303927
MS,34000,37000,3000,8,3700,570,2,2020,Q2,51.2,36.8,0,0.9,8.4,0.2,2988471,2987938,2988510,2981020,2976149,2968130
MO,6500,6500,390,6,2900,1200,18,2020,Q2,17.4,1.5,5.7,3.1,11.2,1.9,6071732,6087135,6106670,6121623,6137428,5988950
MT,48000,120000,3800,3,14000,16500,14,2020,Q2,12.1,5.6,5.9,0,4.6,0.3,1030475,1040859,1052482,1060665,1068778,989407
NE,16500,39000,1800,5,7000,1100,3,2020,Q2,15.8,1,4.4,10.9,0.1,2.6,1891277,1905616,1915947,1925614,1934408,1826305
NJ,7000,20000,760,4,1600,720,4,2020,Q2,7.2,0.8,22.1,0.1,22.3,0.1,8867949,8870827,8885525,8886025,8882190,8791978
NM,3100,6000,50,1,250,60,1,2020,Q2,3,0.4,0.3,0.4,0.4,0.1,2089291,2091630,2091784,2092741,2096829,2059199
NY,33000,56000,4900,9,6500,3300,6,2020,Q2,21.2,2.6,0.6,0.2,3.6,0.6,19654666,19633428,19589572,19530351,19453561,19378144
NC,24000,25000,1600,6,6000,1300,5,2020,Q2,23,5.5,1.9,0,1.8,1.4,10031646,10154788,10268233,10381615,10488084,9535751
ND,67000,395000,17500,4,29000,37000,9,2020,Q2,25.7,1.7,2.6,3,2.9,1.5,754066,754434,754942,758080,762062,672576
OH,15500,16500,1700,10,9500,3700,22,2020,Q2,23.8,12,6.2,5.8,7.3,13.3,11617527,11634370,11659650,11676341,11689100,11536751
OK,16000,16000,1500,9,6000,3100,19,2020,Q2,14.8,3.9,0.4,0.9,18.1,5.1,3909500,3926331,3931316,3940235,3956971,3751582
OR,89000,95000,2500,3,10500,19000,20,2020,Q2,28,1.7,7.5,2.2,5.9,0.7,4015792,4089976,4143625,4181886,4217737,3831079
PA,24000,27000,1000,4,6000,1700,6,2020,Q2,27.3,2.7,1.4,0.3,3.4,1.3,12784826,12782275,12787641,12800922,12801989,12702868
SC,19500,20000,1700,9,2700,2500,13,2020,Q2,27.4,5.8,0.5,0,5.3,0.4,4891938,4957968,5021268,5084156,5148714,4625366
SD,9500,205000,4600,2,8500,14500,7,2020,Q2,53.4,31.4,4.8,0.4,37.5,5.3,853988,862996,872868,878698,884659,814198
TN,13500,13500,1200,9,4200,3200,24,2020,Q2,31.2,7.8,0.2,6.8,3.3,3,6591170,6646010,6708799,6771631,6829174,6346276
TX,360000,385000,25000,6,75000,136000,35,2020,Q2,30.2,7.7,3.3,4.6,5.7,5.8,27470056,27914410,28295273,28628666,28995881,25146091
UT,21000,31000,2700,9,7000,13500,44,2020,Q2,38.4,0,0.3,13.1,0.1,7.7,2981835,3041868,3101042,3153550,3205958,2763891
VT,7000,7000,260,4,700,130,2,2020,Q2,10.7,0.5,0.1,0,1.1,0,625216,623657,624344,624358,623989,625737
VA,7500,8000,1200,15,4800,1300,16,2020,Q2,33.7,7.9,0.3,0.4,7.9,1.1,8361808,8410106,8463587,8501286,8535519,8001049
WA,50000,114000,3100,3,5000,3300,3,2020,Q2,10.6,0,0.7,1,1.3,0.4,7163657,7294771,7423362,7523869,7614893,6724540
WV,7500,7500,570,8,1600,1500,20,2020,Q2,46.2,1.8,0.7,0.5,2.8,1.9,1842050,1831023,1817004,1804291,1792147,1853018
WI,27000,53000,1700,3,11500,4600,9,2020,Q2,46.1,27.3,25,25.1,25.8,26.1,5760940,5772628,5790186,5807406,5822434,5687285
WY,17500,24000,1600,7,2300,2100,9,2020,Q2,28.8,0,0.1,1.1,3.5,1.2,585613,584215,578931,577601,578759,563775
